Channel;OrderDate;Month-Year;OrderQuantity;UnitPrice;UnitCost
Wholesale;26/01/2019;2019-01;6;2486;1243
Online;26/01/2019;2019-01;6;931;708
In-Store;26/01/2019;2019-01;3;1112;856
Online;26/01/2019;2019-01;6;1059;466
In-Store;26/01/2019;2019-01;8;1018;825
Online;27/01/2019;2019-01;3;1883;1092
Online;27/01/2019;2019-01;7;1025;564
In-Store;27/01/2019;2019-01;4;5883;4177
Online;27/01/2019;2019-01;1;1126;867
Online;27/01/2019;2019-01;5;1166;921
Online;27/01/2019;2019-01;8;5353;3533
Wholesale;27/01/2019;2019-01;7;3980;1990
Wholesale;27/01/2019;2019-01;6;194;126
In-Store;27/01/2019;2019-01;3;3853;2812
Online;27/01/2019;2019-01;1;6084;2555
Distributor;27/01/2019;2019-01;2;6191;2538
Wholesale;28/01/2019;2019-01;8;3853;2966
Online;28/01/2019;2019-01;7;1735;850
In-Store;28/01/2019;2019-01;3;2680;1099
In-Store;28/01/2019;2019-01;3;1675;687
Distributor;28/01/2019;2019-01;3;1682;908
Distributor;28/01/2019;2019-01;8;3893;2375
Distributor;28/01/2019;2019-01;3;3980;1871
Distributor;28/01/2019;2019-01;1;1152;507
Online;28/01/2019;2019-01;1;3819;1566
In-Store;28/01/2019;2019-01;5;2385;1956
Distributor;28/01/2019;2019-01;3;3879;2056
Online;28/01/2019;2019-01;8;3819;2406
In-Store;28/01/2019;2019-01;7;208;141
In-Store;28/01/2019;2019-01;4;1106;884
In-Store;28/01/2019;2019-01;3;174;110
In-Store;28/01/2019;2019-01;1;1018;774
In-Store;29/01/2019;2019-01;8;2526;1162
Online;29/01/2019;2019-01;7;3859;2354
Distributor;29/01/2019;2019-01;1;2379;1522
In-Store;29/01/2019;2019-01;3;2010;1387
In-Store;29/01/2019;2019-01;2;3866;1585
Online;29/01/2019;2019-01;3;1702;1242
In-Store;29/01/2019;2019-01;1;1889;945
Wholesale;29/01/2019;2019-01;6;221;115
Online;29/01/2019;2019-01;3;985;492
Wholesale;29/01/2019;2019-01;1;1099;483
In-Store;30/01/2019;2019-01;7;931;577
Online;30/01/2019;2019-01;1;5641;4457
Distributor;30/01/2019;2019-01;1;1065;788
In-Store;30/01/2019;2019-01;5;1059;857
Wholesale;30/01/2019;2019-01;6;1843;903
In-Store;31/01/2019;2019-01;7;2841;1619
In-Store;31/01/2019;2019-01;4;3886;2021
Wholesale;31/01/2019;2019-01;6;1869;1084
Distributor;31/01/2019;2019-01;7;1072;825
Online;31/01/2019;2019-01;4;1320;858
Online;31/01/2019;2019-01;5;3832;1763
In-Store;31/01/2019;2019-01;5;2653;2069
In-Store;02/01/2019;2019-01;1;1715;1149
Wholesale;02/01/2019;2019-01;6;3437;1615
Online;02/01/2019;2019-01;1;3853;2581
Online;02/01/2019;2019-01;5;1990;1552
Online;02/01/2019;2019-01;3;1119;828
Distributor;02/02/2019;2019-02;2;1092;710
In-Store;02/02/2019;2019-02;7;2405;1155
Online;02/02/2019;2019-02;2;1039;447
Wholesale;02/02/2019;2019-02;6;1032;547
Online;02/02/2019;2019-02;5;2533;1444
In-Store;02/03/2019;2019-03;2;2553;1557
In-Store;02/03/2019;2019-03;3;1802;829
In-Store;02/03/2019;2019-03;7;1085;695
Wholesale;02/03/2019;2019-03;4;3363;2354
Distributor;02/03/2019;2019-03;5;5702;2281
Online;02/03/2019;2019-03;4;174;125
Distributor;02/03/2019;2019-03;2;1065;671
Online;02/03/2019;2019-03;6;1106;929
In-Store;02/03/2019;2019-03;5;168;109
Wholesale;02/04/2019;2019-04;7;3752;3002
Wholesale;02/04/2019;2019-04;6;704;577
Online;02/04/2019;2019-04;4;1796;772
In-Store;02/04/2019;2019-04;1;3899;2301
Online;02/04/2019;2019-04;1;992;803
Online;02/04/2019;2019-04;1;2539;1193
In-Store;02/04/2019;2019-04;1;1052;705
In-Store;02/05/2019;2019-05;3;911;501
Online;02/05/2019;2019-05;3;3913;3326
Distributor;02/05/2019;2019-05;5;998;709
Distributor;02/05/2019;2019-05;6;1032;433
Distributor;02/05/2019;2019-05;4;2754;1459
Wholesale;02/05/2019;2019-05;7;235;143
Online;02/05/2019;2019-05;2;1132;702
In-Store;02/05/2019;2019-05;2;978;450
In-Store;02/05/2019;2019-05;6;2620;1939
Wholesale;02/05/2019;2019-05;7;1079;529
Wholesale;02/05/2019;2019-05;2;1829;805
Distributor;02/06/2019;2019-06;1;1039;509
Online;02/06/2019;2019-06;5;3946;1894
Online;02/06/2019;2019-06;1;5300;2597
In-Store;02/06/2019;2019-06;6;2365;1443
Distributor;02/06/2019;2019-06;3;268;121
Wholesale;02/06/2019;2019-06;8;1139;786
Distributor;02/06/2019;2019-06;6;1139;752
Online;02/06/2019;2019-06;2;248;149
Online;02/06/2019;2019-06;5;3926;1806
Online;02/06/2019;2019-06;8;938;713
In-Store;02/07/2019;2019-07;6;3719;2417
In-Store;02/07/2019;2019-07;4;2472;1335
Wholesale;02/07/2019;2019-07;5;5601;3081
Online;02/07/2019;2019-07;3;3960;1861
Online;02/07/2019;2019-07;5;1802;721
In-Store;02/07/2019;2019-07;3;2419;1596
Distributor;02/07/2019;2019-07;6;1300;1066
Distributor;02/07/2019;2019-07;6;1119;683
In-Store;02/07/2019;2019-07;6;3933;1573
Distributor;02/07/2019;2019-07;1;221;95
In-Store;02/07/2019;2019-07;2;188;94
Distributor;02/08/2019;2019-08;7;2245;1324
Online;02/08/2019;2019-08;7;2432;1800
In-Store;02/08/2019;2019-08;5;6298;3338
In-Store;02/08/2019;2019-08;8;2271;1476
Distributor;02/08/2019;2019-08;8;3980;2786
In-Store;02/08/2019;2019-08;4;241;166
In-Store;02/08/2019;2019-08;1;1099;440
In-Store;02/08/2019;2019-08;7;2332;1469
In-Store;02/08/2019;2019-08;5;2935;2406
Online;02/09/2019;2019-09;4;1789;1377
In-Store;02/09/2019;2019-09;7;3075;2583
Distributor;02/09/2019;2019-09;2;2258;1422
In-Store;02/09/2019;2019-09;8;972;612
In-Store;02/09/2019;2019-09;1;3705;2482
Distributor;02/09/2019;2019-09;6;241;111
Online;02/09/2019;2019-09;4;3953;2530
In-Store;02/10/2019;2019-10;5;844;338
Wholesale;02/10/2019;2019-10;3;2633;1738
Online;02/10/2019;2019-10;1;1702;1412
Online;02/10/2019;2019-10;4;168;79
Online;02/10/2019;2019-10;4;2379;1237
Wholesale;02/10/2019;2019-10;7;1079;734
Online;02/10/2019;2019-10;1;2452;1888
Online;02/10/2019;2019-10;5;1923;1519
In-Store;02/10/2019;2019-10;1;6224;3859
Wholesale;02/11/2019;2019-11;4;1876;994
In-Store;02/11/2019;2019-11;5;6305;2774
Distributor;02/11/2019;2019-11;4;965;569
In-Store;02/11/2019;2019-11;2;3611;2781
In-Store;02/11/2019;2019-11;3;1005;633
Distributor;02/11/2019;2019-11;2;2794;1201
In-Store;02/11/2019;2019-11;3;851;647
In-Store;02/11/2019;2019-11;5;2278;1914
Wholesale;02/11/2019;2019-11;7;1092;655
Wholesale;02/11/2019;2019-11;4;6506;3578
Distributor;02/12/2019;2019-12;5;1126;495
Distributor;02/12/2019;2019-12;8;1166;560
In-Store;02/12/2019;2019-12;5;978;675
Online;02/12/2019;2019-12;8;3035;1578
In-Store;02/12/2019;2019-12;4;214;167
Online;02/12/2019;2019-12;3;1126;709
In-Store;02/12/2019;2019-12;2;5568;3285
Wholesale;02/12/2019;2019-12;7;168;70
In-Store;02/12/2019;2019-12;1;1822;1112
Wholesale;02/12/2019;2019-12;2;5983;2633
Online;02/12/2019;2019-12;2;1802;1135
In-Store;02/12/2019;2019-12;7;3940;2482
Online;13/02/2019;2019-02;1;677;311
In-Store;13/02/2019;2019-02;7;3457;1452
In-Store;14/02/2019;2019-02;5;5682;4659
Distributor;14/02/2019;2019-02;3;255;178
Wholesale;14/02/2019;2019-02;6;3879;2832
In-Store;14/02/2019;2019-02;1;3290;1776
In-Store;14/02/2019;2019-02;7;228;105
In-Store;14/02/2019;2019-02;3;3685;1732
In-Store;14/02/2019;2019-02;6;3832;1725
In-Store;14/02/2019;2019-02;3;221;181
In-Store;14/02/2019;2019-02;8;1923;1173
Online;14/02/2019;2019-02;1;985;453
Distributor;15/02/2019;2019-02;3;1159;777
Wholesale;15/02/2019;2019-02;3;261;144
Online;15/02/2019;2019-02;8;1688;1182
In-Store;15/02/2019;2019-02;6;884;486
Distributor;16/02/2019;2019-02;6;797;622
In-Store;16/02/2019;2019-02;1;1139;626
Online;16/02/2019;2019-02;6;1822;1458
Distributor;16/02/2019;2019-02;8;2278;1344
In-Store;16/02/2019;2019-02;5;168;121
Wholesale;16/02/2019;2019-02;6;683;513
Wholesale;16/02/2019;2019-02;8;1012;749
Distributor;16/02/2019;2019-02;1;2479;1512
Distributor;16/02/2019;2019-02;4;2727;1882
In-Store;17/02/2019;2019-02;2;1119;906
In-Store;17/02/2019;2019-02;1;1280;1011
In-Store;17/02/2019;2019-02;2;3920;3292
Online;17/02/2019;2019-02;4;1856;835
Wholesale;17/02/2019;2019-02;2;1849;1424
In-Store;17/02/2019;2019-02;1;5273;2636
In-Store;17/02/2019;2019-02;5;194;142
Online;17/02/2019;2019-02;5;1039;644
Distributor;17/02/2019;2019-02;2;5280;2376
In-Store;17/02/2019;2019-02;8;3705;2112
In-Store;17/02/2019;2019-02;5;194;101
In-Store;17/02/2019;2019-02;1;1099;879
In-Store;17/02/2019;2019-02;7;1762;1410
Distributor;17/02/2019;2019-02;5;174;101
Online;17/02/2019;2019-02;5;2526;1591
Wholesale;18/02/2019;2019-02;3;1876;1257
In-Store;18/02/2019;2019-02;5;898;718
Wholesale;18/02/2019;2019-02;4;844;456
In-Store;18/02/2019;2019-02;7;3933;2202
In-Store;18/02/2019;2019-02;1;4000;2520
In-Store;18/02/2019;2019-02;3;965;820
In-Store;18/02/2019;2019-02;4;1977;1463
Online;19/02/2019;2019-02;8;978;401
In-Store;19/02/2019;2019-02;3;3779;3023
Online;19/02/2019;2019-02;1;1166;968
Distributor;19/02/2019;2019-02;8;1152;887
Distributor;19/02/2019;2019-02;8;1045;523
Distributor;19/02/2019;2019-02;3;6385;3767
Online;19/02/2019;2019-02;1;2687;1424
In-Store;20/02/2019;2019-02;5;6278;3202
Wholesale;20/02/2019;2019-02;8;1159;858
Online;20/02/2019;2019-02;8;1119;671
In-Store;20/02/2019;2019-02;1;1340;844
In-Store;20/02/2019;2019-02;7;2332;1842
In-Store;20/02/2019;2019-02;4;2425;1407
Online;20/02/2019;2019-02;8;1092;688
In-Store;20/02/2019;2019-02;8;918;615
In-Store;20/02/2019;2019-02;7;208;85
In-Store;20/02/2019;2019-02;8;1997;1637
Online;20/02/2019;2019-02;7;235;103
In-Store;21/02/2019;2019-02;1;1005;693
In-Store;21/02/2019;2019-02;6;5487;4061
Online;21/02/2019;2019-02;6;5976;3586
Online;21/02/2019;2019-02;8;884;619
Online;21/02/2019;2019-02;7;6157;4803
Wholesale;22/02/2019;2019-02;1;965;695
In-Store;22/02/2019;2019-02;8;3893;1557
In-Store;22/02/2019;2019-02;4;228;180
In-Store;22/02/2019;2019-02;5;1340;992
Online;22/02/2019;2019-02;4;1106;774
In-Store;22/02/2019;2019-02;5;1059;625
Wholesale;22/02/2019;2019-02;3;5695;2620
Online;22/02/2019;2019-02;2;1059;720
Distributor;22/02/2019;2019-02;6;1106;475
Distributor;23/02/2019;2019-02;8;1045;554
Online;23/02/2019;2019-02;3;1769;1061
Online;23/02/2019;2019-02;7;804;394
In-Store;23/02/2019;2019-02;6;241;101
Distributor;23/02/2019;2019-02;2;3953;2293
Online;23/02/2019;2019-02;6;6037;3079
In-Store;23/02/2019;2019-02;1;6198;4338
In-Store;23/02/2019;2019-02;3;6472;3819
Online;23/02/2019;2019-02;5;2814;1463
Online;23/02/2019;2019-02;1;221;168
In-Store;23/02/2019;2019-02;3;2258;1671
Wholesale;24/02/2019;2019-02;6;3946;1973
In-Store;24/02/2019;2019-02;6;268;228
Distributor;24/02/2019;2019-02;2;6499;4549
Online;24/02/2019;2019-02;5;938;516
In-Store;24/02/2019;2019-02;3;938;450
Distributor;25/02/2019;2019-02;5;1146;596
In-Store;25/02/2019;2019-02;2;1065;671
Online;25/02/2019;2019-02;1;3906;1562
Distributor;25/02/2019;2019-02;4;3846;2923
Distributor;25/02/2019;2019-02;4;3846;2923
Online;25/02/2019;2019-02;3;1032;444
Online;25/02/2019;2019-02;1;3859;1737
In-Store;25/02/2019;2019-02;1;1092;590
Online;25/02/2019;2019-02;8;878;685
In-Store;26/02/2019;2019-02;3;1776;1048
In-Store;26/02/2019;2019-02;5;3859;3242
In-Store;26/02/2019;2019-02;2;2539;1295
In-Store;26/02/2019;2019-02;7;2305;1936
Distributor;26/02/2019;2019-02;6;255;168
Distributor;27/02/2019;2019-02;7;918;441
In-Store;27/02/2019;2019-02;5;1005;814
Distributor;27/02/2019;2019-02;3;1715;892
In-Store;27/02/2019;2019-02;1;241;106
Online;27/02/2019;2019-02;8;3953;2569
In-Store;27/02/2019;2019-02;5;1146;642
Online;27/02/2019;2019-02;4;992;664
Distributor;27/02/2019;2019-02;1;3946;2013
Distributor;27/02/2019;2019-02;8;1132;872
Distributor;27/02/2019;2019-02;2;1072;697
Distributor;27/02/2019;2019-02;4;938;450
In-Store;28/02/2019;2019-02;8;1059;529
In-Store;28/02/2019;2019-02;3;5407;2217
Distributor;28/02/2019;2019-02;1;5514;4025
Online;28/02/2019;2019-02;4;2452;1422
Online;28/02/2019;2019-02;8;3980;2706
In-Store;28/02/2019;2019-02;8;6372;5289
Online;28/02/2019;2019-02;4;3853;1541
Online;03/01/2019;2019-01;4;2968;2434
Online;03/01/2019;2019-01;6;6378;3253
In-Store;03/01/2019;2019-01;7;1166;804
Distributor;03/01/2019;2019-01;3;1085;586
Wholesale;03/01/2019;2019-01;6;2486;994
In-Store;03/01/2019;2019-01;5;2472;1162
Wholesale;03/01/2019;2019-01;4;1983;1349
Online;03/01/2019;2019-01;5;1032;660
Distributor;03/01/2019;2019-01;6;1749;787
In-Store;03/01/2019;2019-01;1;2680;2090
In-Store;03/01/2019;2019-01;3;5179;4247
In-Store;03/02/2019;2019-02;3;2399;1919
In-Store;03/02/2019;2019-02;6;1762;1216
Online;03/02/2019;2019-02;7;5628;4334
Wholesale;03/03/2019;2019-03;3;5273;3480
Distributor;03/03/2019;2019-03;2;3759;2368
Distributor;03/03/2019;2019-03;1;1012;465
Online;03/03/2019;2019-03;4;3156;1704
Online;03/03/2019;2019-03;1;5923;3258
Online;03/03/2019;2019-03;8;2647;1667
In-Store;03/03/2019;2019-03;4;911;565
Wholesale;03/03/2019;2019-03;4;838;503
Wholesale;03/04/2019;2019-04;5;1340;925
Online;03/04/2019;2019-04;7;2915;2390
In-Store;03/04/2019;2019-04;6;1045;721
Distributor;03/04/2019;2019-04;7;3859;1968
In-Store;03/05/2019;2019-05;7;6070;4553
In-Store;03/05/2019;2019-05;4;1032;485
In-Store;03/05/2019;2019-05;5;1280;678
In-Store;03/06/2019;2019-06;7;1052;610
Wholesale;03/06/2019;2019-06;4;2224;1201
In-Store;03/06/2019;2019-06;2;911;674
In-Store;03/07/2019;2019-07;8;1072;450
Distributor;03/07/2019;2019-07;6;1749;1381
In-Store;03/07/2019;2019-07;5;2533;2102
Online;03/07/2019;2019-07;8;1977;850
Distributor;03/07/2019;2019-07;1;1910;1413
Online;03/08/2019;2019-08;5;1092;917
Online;03/08/2019;2019-08;2;1018;519
Wholesale;03/08/2019;2019-08;5;844;574
In-Store;03/08/2019;2019-08;5;6432;2637
Online;03/08/2019;2019-08;7;1126;765
Online;03/08/2019;2019-08;3;1977;791
Online;03/08/2019;2019-08;1;1126;608
In-Store;03/08/2019;2019-08;7;1950;897
Wholesale;03/08/2019;2019-08;3;2345;1876
In-Store;03/08/2019;2019-08;7;1802;1280
Online;03/08/2019;2019-08;2;214;105
In-Store;03/08/2019;2019-08;6;3008;1263
Distributor;03/09/2019;2019-09;8;1166;828
Online;03/09/2019;2019-09;5;1032;413
Online;03/09/2019;2019-09;2;1883;1017
Online;03/09/2019;2019-09;1;1018;743
In-Store;03/09/2019;2019-09;2;3832;3028
In-Store;03/09/2019;2019-09;8;5300;2173
Online;03/09/2019;2019-09;4;3839;2918
In-Store;03/10/2019;2019-10;6;992;764
Online;03/10/2019;2019-10;7;235;136
Wholesale;03/10/2019;2019-10;3;1099;604
Online;03/10/2019;2019-10;2;221;117
Distributor;03/10/2019;2019-10;7;208;110
Distributor;03/11/2019;2019-11;5;4000;1640
Online;03/11/2019;2019-11;6;2553;1455
Wholesale;03/11/2019;2019-11;2;3966;2816
Distributor;03/11/2019;2019-11;3;1119;850
In-Store;03/11/2019;2019-11;1;1146;905
Online;03/11/2019;2019-11;2;2606;1407
Online;03/11/2019;2019-11;6;2821;2228
In-Store;03/11/2019;2019-11;4;1755;1229
In-Store;03/11/2019;2019-11;7;1139;706
Online;03/11/2019;2019-11;3;5152;4173
In-Store;03/11/2019;2019-11;6;3832;3028
Distributor;03/12/2019;2019-12;7;1816;1325
Online;03/12/2019;2019-12;6;5360;2841
Distributor;13/03/2019;2019-03;8;1119;783
Online;13/03/2019;2019-03;8;3578;2004
In-Store;13/03/2019;2019-03;1;3832;1686
Wholesale;13/03/2019;2019-03;1;1112;868
In-Store;13/03/2019;2019-03;3;3853;2273
Wholesale;13/03/2019;2019-03;5;181;92
In-Store;14/03/2019;2019-03;3;5595;2629
Distributor;14/03/2019;2019-03;3;3645;2588
In-Store;14/03/2019;2019-03;1;1240;1029
In-Store;14/03/2019;2019-03;6;690;442
Online;14/03/2019;2019-03;2;838;704
Distributor;14/03/2019;2019-03;1;2459;1549
In-Store;14/03/2019;2019-03;2;1923;1577
Wholesale;14/03/2019;2019-03;6;3873;2324
Online;14/03/2019;2019-03;6;1715;1338
Online;15/03/2019;2019-03;8;3859;1930
Online;15/03/2019;2019-03;3;3893;1830
Distributor;15/03/2019;2019-03;6;1085;890
In-Store;15/03/2019;2019-03;1;931;410
Distributor;15/03/2019;2019-03;5;1146;733
Online;15/03/2019;2019-03;1;2405;986
In-Store;15/03/2019;2019-03;6;4007;1843
Wholesale;15/03/2019;2019-03;8;201;107
In-Store;15/03/2019;2019-03;2;228;171
Distributor;15/03/2019;2019-03;1;3846;1846
In-Store;15/03/2019;2019-03;8;3826;2295
Online;16/03/2019;2019-03;5;4013;2288
Distributor;16/03/2019;2019-03;1;261;201
Online;16/03/2019;2019-03;6;168;104
Distributor;16/03/2019;2019-03;1;1126;709
Online;16/03/2019;2019-03;6;3819;2177
In-Store;16/03/2019;2019-03;8;5454;3163
Online;16/03/2019;2019-03;8;2291;1192
Online;16/03/2019;2019-03;2;1762;1322
Online;17/03/2019;2019-03;1;911;428
Wholesale;17/03/2019;2019-03;4;2312;1641
Distributor;17/03/2019;2019-03;6;6211;4472
Distributor;17/03/2019;2019-03;3;5306;4351
In-Store;17/03/2019;2019-03;2;2740;1863
Online;17/03/2019;2019-03;1;1119;906
Wholesale;17/03/2019;2019-03;2;1099;725
In-Store;18/03/2019;2019-03;8;958;795
In-Store;18/03/2019;2019-03;3;6218;4912
In-Store;18/03/2019;2019-03;7;918;560
Online;18/03/2019;2019-03;3;1132;555
Distributor;18/03/2019;2019-03;6;1695;831
Wholesale;18/03/2019;2019-03;8;998;799
Distributor;18/03/2019;2019-03;5;1702;868
In-Store;18/03/2019;2019-03;3;1025;707
In-Store;18/03/2019;2019-03;3;261;204
Distributor;18/03/2019;2019-03;1;1092;612
Online;19/03/2019;2019-03;7;268;228
Wholesale;19/03/2019;2019-03;3;2271;1068
Distributor;19/03/2019;2019-03;4;724;405
Wholesale;19/03/2019;2019-03;1;5635;4170
Wholesale;19/03/2019;2019-03;1;1715;789
Online;19/03/2019;2019-03;6;945;775
In-Store;19/03/2019;2019-03;1;2392;1626
In-Store;19/03/2019;2019-03;2;1702;1140
Distributor;20/03/2019;2019-03;8;3471;2846
Wholesale;20/03/2019;2019-03;4;844;692
In-Store;20/03/2019;2019-03;6;1327;1075
Online;20/03/2019;2019-03;4;4007;1763
In-Store;21/03/2019;2019-03;6;1045;638
In-Store;21/03/2019;2019-03;5;2653;1327
Online;21/03/2019;2019-03;3;6137;3375
In-Store;21/03/2019;2019-03;6;3786;1514
In-Store;21/03/2019;2019-03;3;3558;2170
Distributor;22/03/2019;2019-03;1;5688;3356
Online;22/03/2019;2019-03;3;248;154
In-Store;22/03/2019;2019-03;7;188;126
Wholesale;22/03/2019;2019-03;2;1729;1331
Online;22/03/2019;2019-03;2;1333;707
Distributor;22/03/2019;2019-03;3;858;472
In-Store;23/03/2019;2019-03;4;1789;751
Online;23/03/2019;2019-03;8;1246;922
In-Store;23/03/2019;2019-03;3;1139;854
Distributor;23/03/2019;2019-03;3;2566;1386
In-Store;23/03/2019;2019-03;7;1112;489
Online;23/03/2019;2019-03;6;1025;871
In-Store;23/03/2019;2019-03;8;188;92
In-Store;23/03/2019;2019-03;5;6265;4698
In-Store;23/03/2019;2019-03;5;174;125
Wholesale;23/03/2019;2019-03;6;3826;2181
Distributor;23/03/2019;2019-03;5;1025;738
Distributor;24/03/2019;2019-03;3;978;665
In-Store;24/03/2019;2019-03;8;5320;2766
Wholesale;24/03/2019;2019-03;8;1869;1178
Online;24/03/2019;2019-03;5;1085;912
In-Store;24/03/2019;2019-03;4;1072;504
In-Store;24/03/2019;2019-03;2;261;217
In-Store;24/03/2019;2019-03;1;3913;3091
Online;24/03/2019;2019-03;6;2673;1176
In-Store;24/03/2019;2019-03;2;1045;554
Wholesale;24/03/2019;2019-03;3;2412;1061
In-Store;25/03/2019;2019-03;1;1018;418
Online;25/03/2019;2019-03;5;2258;1897
Online;25/03/2019;2019-03;7;2908;2297
Wholesale;25/03/2019;2019-03;6;1126;585
In-Store;25/03/2019;2019-03;2;1072;525
In-Store;25/03/2019;2019-03;5;1809;1140
Online;25/03/2019;2019-03;3;1025;533
In-Store;26/03/2019;2019-03;3;3953;1977
In-Store;26/03/2019;2019-03;8;2372;2016
Distributor;26/03/2019;2019-03;8;2358;1462
In-Store;26/03/2019;2019-03;2;2613;1620
Online;26/03/2019;2019-03;3;905;452
In-Store;26/03/2019;2019-03;3;1025;584
Online;26/03/2019;2019-03;2;3853;2504
Online;26/03/2019;2019-03;3;228;96
Wholesale;26/03/2019;2019-03;4;2345;1618
Wholesale;26/03/2019;2019-03;5;1970;788
Online;27/03/2019;2019-03;5;2586;1293
Distributor;27/03/2019;2019-03;7;5749;3737
Wholesale;27/03/2019;2019-03;3;221;170
Online;27/03/2019;2019-03;1;3832;2836
Online;27/03/2019;2019-03;8;6412;4168
In-Store;28/03/2019;2019-03;3;1032;516
In-Store;29/03/2019;2019-03;7;3819;1604
In-Store;29/03/2019;2019-03;8;1729;985
In-Store;29/03/2019;2019-03;4;2291;1650
Distributor;29/03/2019;2019-03;5;4007;3205
Online;29/03/2019;2019-03;3;3946;1736
Distributor;29/03/2019;2019-03;1;5896;4127
In-Store;30/03/2019;2019-03;3;2425;2013
In-Store;30/03/2019;2019-03;6;1146;962
Distributor;30/03/2019;2019-03;7;3605;2235
In-Store;30/03/2019;2019-03;2;1032;702
Online;30/03/2019;2019-03;5;2633;2106
Distributor;30/03/2019;2019-03;8;2955;1300
Distributor;30/03/2019;2019-03;7;1052;715
Distributor;30/03/2019;2019-03;7;864;726
Online;31/03/2019;2019-03;1;1997;1557
Distributor;31/03/2019;2019-03;4;3953;2530
In-Store;31/03/2019;2019-03;8;3960;2811
Wholesale;31/03/2019;2019-03;3;235;195
In-Store;31/03/2019;2019-03;6;2211;1503
In-Store;31/03/2019;2019-03;8;1173;563
Wholesale;31/03/2019;2019-03;5;228;91
In-Store;04/01/2019;2019-01;3;1796;1023
Online;04/01/2019;2019-01;1;1923;1135
In-Store;04/01/2019;2019-01;6;2573;1878
In-Store;04/01/2019;2019-01;3;831;582
Online;04/01/2019;2019-01;3;925;712
Wholesale;04/01/2019;2019-01;7;5266;2370
Wholesale;04/01/2019;2019-01;4;3853;3198
Online;04/01/2019;2019-01;1;951;514
Distributor;04/01/2019;2019-01;4;2915;1312
Distributor;04/01/2019;2019-01;4;2419;1621
In-Store;04/02/2019;2019-02;2;2539;1524
In-Store;04/02/2019;2019-02;1;2251;1148
In-Store;04/02/2019;2019-02;3;5246;2780
Distributor;04/02/2019;2019-02;5;925;592
Wholesale;04/02/2019;2019-02;8;1032;650
Wholesale;04/02/2019;2019-02;3;1856;1318
In-Store;04/02/2019;2019-02;7;1032;588
Distributor;04/02/2019;2019-02;4;1293;724
In-Store;04/03/2019;2019-03;8;1039;509
In-Store;04/03/2019;2019-03;1;1729;1037
In-Store;04/03/2019;2019-03;3;235;174
In-Store;04/03/2019;2019-03;7;3953;2253
Distributor;04/03/2019;2019-03;2;710;554
Wholesale;04/04/2019;2019-04;8;1762;1286
Online;04/04/2019;2019-04;7;1829;1335
Wholesale;04/04/2019;2019-04;7;2345;1290
In-Store;04/04/2019;2019-04;4;5755;3683
Online;04/04/2019;2019-04;1;1092;491
In-Store;04/04/2019;2019-04;5;2854;1427
Online;04/04/2019;2019-04;1;1032;423
Distributor;04/04/2019;2019-04;1;1112;545
